Paper,Author,a,do,is,or,this,all,down,it,our,to,also,even,its,shall,up,an,every,may,should,upon,and,for,more,so,was,any,from,must,some,were,are,had,my,such,what,as,has,no,than,when,at,have,not,that,which,be,her,now,the,who,been,his,of,their,will,but,if,on,then,with,by,in,one,there,would,can,into,only,things,your
11,AH,0.0276220976781425,0.000800640512409928,0.00360288230584468,0.00480384307445957,0.00960768614891913,0.00520416333066453,0,0.00840672538030424,0.0140112089671737,0.033226581265012,0.000400320256204964,0.00120096076861489,0.00240192153722978,0.00120096076861489,0,0.00600480384307446,0.00120096076861489,0.00360288230584468,0.00120096076861489,0.00240192153722978,0.0280224179343475,0.00720576461168935,0.00360288230584468,0.00160128102481986,0,0.00160128102481986,0.00760608486789432,0.000800640512409928,0.000800640512409928,0.000800640512409928,0.00360288230584468,0.000400320256204964,0,0.00240192153722978,0.00120096076861489,0.00840672538030424,0.00320256204963971,0.00200160128102482,0.00240192153722978,0.00160128102481986,0.0044035228182546,0.00600480384307446,0.00800640512409928,0.00960768614891913,0.0100080064051241,0.0176140912730184,0.00520416333066453,0.000400320256204964,0.0752602081665332,0.00200160128102482,0.00120096076861489,0.000400320256204964,0.0720576461168935,0.0044035228182546,0.00680544435548439,0.00320256204963971,0.00240192153722978,0.00200160128102482,0.000800640512409928,0.00880704563650921,0.00800640512409928,0.0264211369095276,0.00200160128102482,0.00320256204963971,0.0200160128102482,0.00200160128102482,0.00160128102481986,0.00200160128102482,0.000400320256204964,0
12,AH,0.0218604651162791,0,0.0102325581395349,0.00325581395348837,0.00790697674418605,0.0027906976744186,0,0.012093023255814,0.00232558139534884,0.0376744186046512,0.000465116279069767,0.000930232558139535,0.00372093023255814,0.000465116279069767,0,0.00511627906976744,0.00186046511627907,0.0013953488372093,0.00186046511627907,0.00325581395348837,0.0288372093023256,0.00372093023255814,0.00232558139534884,0.0027906976744186,0,0.00325581395348837,0.00883720930232558,0.00744186046511628,0.000930232558139535,0,0.00697674418604651,0.0013953488372093,0,0.0013953488372093,0.000930232558139535,0.00883720930232558,0.00604651162790698,0.000930232558139535,0.00186046511627907,0,0.00604651162790698,0.00604651162790698,0.0027906976744186,0.0125581395348837,0.0106976744186047,0.0181395348837209,0.000465116279069767,0.000465116279069767,0.0818604651162791,0.000465116279069767,0.00372093023255814,0.000930232558139535,0.0655813953488372,0.00651162790697674,0.00511627906976744,0.00372093023255814,0.0027906976744186,0.00558139534883721,0,0.00837209302325581,0.00697674418604651,0.0251162790697674,0.00232558139534884,0.00418604651162791,0.0102325581395349,0.000930232558139535,0.00325581395348837,0,0.000930232558139535,0
13,AH,0.0269151138716356,0.0010351966873706,0.0093167701863354,0.0031055900621118,0.005175983436853,0.0031055900621118,0,0.0062111801242236,0,0.0445134575569358,0.0010351966873706,0.0010351966873706,0.0020703933747412,0.0031055900621118,0.0010351966873706,0.0031055900621118,0.0031055900621118,0.0082815734989648,0,0.0020703933747412,0.0175983436853002,0.0010351966873706,0.0062111801242236,0.0031055900621118,0,0.0031055900621118,0.005175983436853,0.0031055900621118,0,0,0.0041407867494824,0,0,0.0010351966873706,0,0.0082815734989648,0.0020703933747412,0.0041407867494824,0.010351966873706,0.0041407867494824,0.0010351966873706,0.0041407867494824,0.005175983436853,0.0186335403726708,0.0113871635610766,0.025879917184265,0.010351966873706,0,0.0766045548654244,0.0031055900621118,0.0020703933747412,0,0.0600414078674948,0.0010351966873706,0.0093167701863354,0.0020703933747412,0.0062111801242236,0.0031055900621118,0,0.010351966873706,0.005175983436853,0.0144927536231884,0.0082815734989648,0.0093167701863354,0.0144927536231884,0.0041407867494824,0.0072463768115942,0,0,0
14,JM,0.0172494172494173,0,0.0116550116550117,0.00512820512820513,0.00606060606060606,0.0027972027972028,0,0.0144522144522145,0.00559440559440559,0.0335664335664336,0.000466200466200466,0.000932400932400932,0.00372960372960373,0,0,0.0041958041958042,0.000466200466200466,0.00745920745920746,0.000932400932400932,0,0.027972027972028,0.00932400932400932,0.00372960372960373,0.0027972027972028,0.0013986013986014,0.0013986013986014,0.00512820512820513,0.000932400932400932,0.00326340326340326,0.0013986013986014,0.00326340326340326,0.0013986013986014,0.000932400932400932,0.000932400932400932,0.000932400932400932,0.0111888111888112,0.00372960372960373,0.00466200466200466,0.00233100233100233,0,0.00326340326340326,0.00792540792540793,0.00606060606060606,0.0153846153846154,0.0186480186480186,0.020979020979021,0.0013986013986014,0.000932400932400932,0.0941724941724942,0.000466200466200466,0.0041958041958042,0,0.0578088578088578,0.00885780885780886,0.0121212121212121,0.00186480186480186,0.0027972027972028,0.00792540792540793,0,0.00326340326340326,0.00839160839160839,0.0186480186480186,0.000932400932400932,0,0.00233100233100233,0.0041958041958042,0.000932400932400932,0.00186480186480186,0,0.00233100233100233
15,AH,0.0223880597014925,0.00162232316677482,0.0155743024010383,0.0123296560674886,0.00778715120051914,0.00681375730045425,0.000324464633354964,0.00973393900064893,0.00648929266709929,0.0379623621025308,0,0.000973393900064893,0.00259571706683971,0.000324464633354964,0.000324464633354964,0.00584036340038936,0.00259571706683971,0.00227125243348475,0.00194678780012979,0.00324464633354964,0.0240103828682674,0.00551589876703439,0.00194678780012979,0.000648929266709929,0.000973393900064893,0.000973393900064893,0.00713822193380921,0.00292018170019468,0.000648929266709929,0.00259571706683971,0.00713822193380921,0.000648929266709929,0.000973393900064893,0.000648929266709929,0.000973393900064893,0.00486696950032446,0.0045425048669695,0.00194678780012979,0.00324464633354964,0.00129785853341986,0.00778715120051914,0.0100584036340039,0.00519143413367943,0.0123296560674886,0.017845554834523,0.0142764438676184,0,0.000648929266709929,0.082089552238806,0.00194678780012979,0.0045425048669695,0.000324464633354964,0.063595068137573,0.00227125243348475,0.00616482803374432,0.00259571706683971,0.00227125243348475,0.00324464633354964,0,0.00616482803374432,0.0103828682673589,0.0236859182349124,0.000324464633354964,0.00584036340038936,0.00421804023361454,0.0045425048669695,0.00129785853341986,0.00259571706683971,0.000973393900064893,0.000648929266709929
16,AH,0.0181283684468398,0.000979911807937286,0.006859382655561,0.00832925036746693,0.00881920627143557,0.00440960313571779,0.000489955903968643,0.0181283684468398,0.000979911807937286,0.0436060754532092,0,0.00244977951984321,0.00832925036746693,0.000489955903968643,0,0.00636942675159236,0.000489955903968643,0.00244977951984321,0.00293973542381186,0.00293973542381186,0.020578147966683,0.00440960313571779,0.00293973542381186,0.00146986771190593,0,0.00538951494365507,0.00538951494365507,0.00440960313571779,0.00146986771190593,0.0034296913277805,0.00146986771190593,0.00244977951984321,0,0.00195982361587457,0.000979911807937286,0.00930916217540421,0.0034296913277805,0.00293973542381186,0.00195982361587457,0.00195982361587457,0.00538951494365507,0.00587947084762371,0.00979911807937286,0.00783929446349829,0.0107790298873101,0.0269475747182754,0,0.000489955903968643,0.0945614894659481,0.00244977951984321,0.0034296913277805,0,0.0700636942675159,0.00587947084762371,0.00244977951984321,0.00293973542381186,0.006859382655561,0.00195982361587457,0,0.00636942675159236,0.00636942675159236,0.0191082802547771,0.000979911807937286,0.00195982361587457,0.0176384125428711,0.000489955903968643,0.00146986771190593,0.00146986771190593,0,0
17,AH,0.0190961171228517,0,0.00700190961171229,0.00827498408656906,0.00700190961171229,0.00763844684914067,0,0.0101845957988542,0.00127307447485678,0.0369191597708466,0,0,0.00381922342457034,0.00063653723742839,0,0.00572883513685551,0.00063653723742839,0.00254614894971356,0.00127307447485678,0.00381922342457034,0.0330999363462763,0.00700190961171229,0.00572883513685551,0.00254614894971356,0.00381922342457034,0.00127307447485678,0.00318268618714195,0.00063653723742839,0.00063653723742839,0.00254614894971356,0.00318268618714195,0.00190961171228517,0.00063653723742839,0,0.00063653723742839,0.00190961171228517,0.00254614894971356,0,0.00318268618714195,0.00063653723742839,0.00445576066199873,0.00254614894971356,0.00254614894971356,0.0133672819859962,0.0152768936982813,0.0152768936982813,0,0,0.103119032463399,0.00127307447485678,0.00190961171228517,0.00445576066199873,0.0700190961171229,0.0063653723742839,0.00763844684914067,0.00190961171228517,0.00127307447485678,0.00127307447485678,0,0.0063653723742839,0.00572883513685551,0.0184595798854233,0.00127307447485678,0.00254614894971356,0.00763844684914067,0.00127307447485678,0.00190961171228517,0,0.00063653723742839,0
18,COL,0.0176695319961796,0,0.00477554918815664,0.00191021967526266,0.00764087870105062,0.00382043935052531,0,0.0124164278892073,0,0.0257879656160458,0,0.000477554918815664,0.00429799426934097,0,0.000955109837631328,0.00238777459407832,0,0,0.000477554918815664,0.000477554918815664,0.0377268385864374,0.00286532951289398,0.00429799426934097,0.000955109837631328,0.0133715377268386,0.000955109837631328,0.00477554918815664,0,0.000955109837631328,0.00764087870105062,0.000955109837631328,0.0109837631327603,0,0.00238777459407832,0,0.00668576886341929,0,0.000955109837631328,0.00334288443170965,0.00238777459407832,0.00191021967526266,0.00238777459407832,0.00286532951289398,0.0100286532951289,0.00573065902578797,0.00286532951289398,0.00238777459407832,0.00143266475644699,0.113180515759312,0.0052531041069723,0.00191021967526266,0.00382043935052531,0.063992359121299,0.0109837631327603,0.000477554918815664,0.00286532951289398,0,0.00716332378223496,0.000955109837631328,0.00573065902578797,0.0157593123209169,0.0195797516714422,0.00286532951289398,0.00143266475644699,0.00286532951289398,0,0.00238777459407832,0.00143266475644699,0,0
19,COL,0.013320177602368,0.000493339911198816,0.00789343857918106,0.00444005920078934,0.00592007893438579,0.00246669955599408,0,0.0093734583127775,0,0.0286137148495313,0,0.000493339911198816,0.00641341884558461,0.000986679822397632,0.000986679822397632,0.00444005920078934,0.000986679822397632,0.00246669955599408,0,0,0.0404538727183029,0.0029600394671929,0.0029600394671929,0.00197335964479526,0.00592007893438579,0.0029600394671929,0.00789343857918106,0.000986679822397632,0.00148001973359645,0.00246669955599408,0.00838677849037987,0.00542673902318698,0.000493339911198816,0.00345337937839171,0.000493339911198816,0.00493339911198816,0.00345337937839171,0.0029600394671929,0.00148001973359645,0,0.00246669955599408,0.00542673902318698,0.00197335964479526,0.00641341884558461,0.0152935372471633,0.00690675875678342,0,0,0.101134681795757,0.0029600394671929,0.00197335964479526,0.00838677849037987,0.0611741489886532,0.00542673902318698,0.000493339911198816,0.000986679822397632,0.00197335964479526,0.00838677849037987,0.000493339911198816,0.0103601381351751,0.010853478046374,0.0202269363591515,0.00444005920078934,0.000493339911198816,0.00197335964479526,0.000493339911198816,0.00197335964479526,0.000493339911198816,0,0
20,COL,0.0184331797235023,0,0.00987491770901909,0.00526662277814352,0.00526662277814352,0.00460829493087558,0,0.00789993416721527,0.00131665569453588,0.0276497695852535,0.00131665569453588,0.000658327847267939,0.00131665569453588,0,0,0.0032916392363397,0.000658327847267939,0.00131665569453588,0,0.000658327847267939,0.0355497037524687,0.0118499012508229,0.00131665569453588,0.00131665569453588,0.00460829493087558,0,0.0118499012508229,0.00197498354180382,0.00263331138907176,0,0.00855826201448321,0.00197498354180382,0.000658327847267939,0.00197498354180382,0.000658327847267939,0.00789993416721527,0.00658327847267939,0.00131665569453588,0.0032916392363397,0.00197498354180382,0.00526662277814352,0.00658327847267939,0.00263331138907176,0.00592495062541146,0.00855826201448321,0.00460829493087558,0.00197498354180382,0.00131665569453588,0.0901909150757077,0.00197498354180382,0.000658327847267939,0.00789993416721527,0.0533245556287031,0.0131665569453588,0.00263331138907176,0.0032916392363397,0.000658327847267939,0.00460829493087558,0.000658327847267939,0.00526662277814352,0.0125082290980908,0.0256747860434496,0.00263331138907176,0,0.000658327847267939,0.000658327847267939,0.00197498354180382,0.00131665569453588,0,0
21,AH,0.032,0.001,0.0135,0.0105,0.0085,0.0015,0,0.0085,5e-04,0.0275,0,0.001,0.006,0.0025,0,0.005,0.0015,0.0055,0.0025,0.003,0.0245,0.0025,0.0015,0.0035,5e-04,0.003,0.008,0.002,0.0015,0.001,0.004,5e-04,0,0.0015,0.001,0.009,0.0045,0.006,0.002,0.001,0.002,0.0045,0.004,0.012,0.01,0.02,5e-04,0.0015,0.092,0.0025,0.0055,0.001,0.0755,0.004,0.003,0.001,0.0055,0.003,0,0.0075,0.011,0.024,5e-04,0.004,0.006,0.0045,0,0.001,0.001,0
22,AH,0.027578282102844,0.000287273771904625,0.013789141051422,0.00603274920999713,0.00861821315713875,0.0034472852628555,0,0.0132145935076128,0.0034472852628555,0.041367423154266,0.000287273771904625,0.00143636885952313,0.00517092789428325,0.00057454754380925,0.000287273771904625,0.00545820166618788,0.002298190175237,0.0057454754380925,0.002298190175237,0.00373455903476013,0.02298190175237,0.00603274920999713,0.00172364263142775,0.00258546394714163,0.00172364263142775,0.00201091640333238,0.00660729675380638,0.00258546394714163,0.0011490950876185,0.00258546394714163,0.00488365412237863,0.000861821315713875,0.000287273771904625,0.00258546394714163,0.0011490950876185,0.006894570525711,0.0057454754380925,0.00172364263142775,0.00287273771904625,0.000861821315713875,0.0034472852628555,0.00402183280666475,0.006894570525711,0.0152255099109451,0.0103418557885665,0.0152255099109451,0.000287273771904625,0.000287273771904625,0.0833093938523413,0.000861821315713875,0.004596380350474,0.00172364263142775,0.0683711577133008,0.00660729675380638,0.00287273771904625,0.00430910657856938,0.00258546394714163,0.002298190175237,0.000287273771904625,0.0057454754380925,0.00861821315713875,0.0247055443837978,0.00258546394714163,0.00402183280666475,0.0057454754380925,0.00143636885952313,0.0011490950876185,0.000287273771904625,0.00057454754380925,0
23,AH,0.0133037694013304,0,0.0127494456762749,0.00443458980044346,0.00776053215077605,0.00554323725055432,0,0.0127494456762749,0.00388026607538803,0.0537694013303769,0,0,0.00665188470066519,0.00110864745011086,0,0.00609756097560976,0.00221729490022173,0.00388026607538803,0.00110864745011086,0.00388026607538803,0.0310421286031042,0.00942350332594235,0.00110864745011086,0.000554323725055432,0.00221729490022173,0.00498891352549889,0.00332594235033259,0.00498891352549889,0.000554323725055432,0.000554323725055432,0.00997782705099778,0.000554323725055432,0,0.00388026607538803,0,0.0121951219512195,0.00277161862527716,0.00110864745011086,0,0,0.0016629711751663,0.00609756097560976,0.00609756097560976,0.0155210643015521,0.0171840354767184,0.0249445676274945,0,0.000554323725055432,0.103658536585366,0.0016629711751663,0.00332594235033259,0,0.0554323725055432,0.00443458980044346,0.00831485587583148,0.0016629711751663,0.00332594235033259,0.00110864745011086,0,0.00886917960088692,0.00609756097560976,0.0144124168514412,0.0016629711751663,0.00221729490022173,0.00221729490022173,0.00609756097560976,0.00110864745011086,0,0,0
24,AH,0.0251916757940854,0.000547645125958379,0.00383351588170865,0.00547645125958379,0.00985761226725082,0.00438116100766703,0,0.0125958378970427,0.00657174151150055,0.0465498357064622,0,0.00328587075575027,0.00219058050383352,0.000547645125958379,0.00109529025191676,0.00492880613362541,0.000547645125958379,0.00219058050383352,0.00328587075575027,0.00383351588170865,0.0295728368017525,0.00547645125958379,0.000547645125958379,0.00219058050383352,0.00383351588170865,0.00328587075575027,0.00547645125958379,0.00328587075575027,0.00219058050383352,0,0.00328587075575027,0.00273822562979189,0,0.00219058050383352,0,0.00657174151150055,0.00438116100766703,0.00164293537787514,0.00164293537787514,0.000547645125958379,0.00383351588170865,0.00547645125958379,0.00492880613362541,0.0169769989047097,0.00657174151150055,0.0273822562979189,0,0.00164293537787514,0.0739320920043812,0.000547645125958379,0.00219058050383352,0.00273822562979189,0.0585980284775465,0.00602409638554217,0.00438116100766703,0.00273822562979189,0.00711938663745893,0.00602409638554217,0,0.00273822562979189,0.00766703176341731,0.0273822562979189,0.00383351588170865,0.00328587075575027,0.0136911281489595,0.00219058050383352,0.000547645125958379,0.00219058050383352,0,0
